Date,Open,High,Low,Close,Adj.Close,Date.1,Open.1,High.1,Low.1,Close.1,Adj.Close.1,Volume
16-Jun-00,1464.46,1488.93,1438.31,1441.48,1441.48,2000/6/17,16382.11035,17364.25977,16359.95996,16963.21094,16963.21094,0
23-Jun-00,1441.48,1467.63,1434.63,1454.6,1454.6,2000/6/24,16927.26953,17511.32031,16761.58984,17411.05078,17411.05078,0
30-Jun-00,1454.6,1484.12,1439.56,1478.9,1478.9,2000/7/1,17451.65039,17661.10938,17154.58008,17398.24023,17398.24023,0
7-Jul-00,1478.9,1509.99,1470.48,1509.98,1509.98,2000/7/8,17421.56055,17594.66016,17009.65039,17142.90039,17142.90039,0
14-Jul-00,1509.98,1517.32,1477.91,1480.19,1480.19,2000/7/15,17188.98047,17476.85938,16703.00977,16811.49023,16811.49023,0
21-Jul-00,1480.19,1485.88,1413.89,1419.89,1419.89,2000/7/22,16767.19922,16767.19922,15815.53027,15838.57031,15838.57031,0
28-Jul-00,1419.89,1462.93,1418.71,1462.93,1462.93,2000/7/29,15821.30957,16211.54981,15394.70996,15667.36035,15667.36035,0
4-Aug-00,1462.93,1490.33,1453.06,1471.84,1471.84,2000/8/5,15666.80957,16125.66016,15666.80957,16117.5,16117.5,0
11-Aug-00,1471.84,1499.47,1468.56,1491.72,1491.72,2000/8/12,16109.9502,16409.13086,16055.07031,16280.49023,16280.49023,0
18-Aug-00,1491.72,1513.47,1489.52,1506.45,1506.45,2000/8/19,16249.94043,16926.2207,15945.91992,16911.33008,16911.33008,0
25-Aug-00,1506.45,1530.09,1500.09,1520.77,1520.77,2000/8/26,16895.55078,17210.80078,16700.35938,16739.7793,16739.7793,0
1-Sep-00,1520.77,1520.77,1489.88,1494.5,1494.5,2000/9/2,16764.33008,16883.31055,16239.25977,16501.55078,16501.55078,0
8-Sep-00,1494.5,1506.76,1460.22,1465.81,1465.81,2000/9/9,16467.68945,16477.5293,15885.32031,16213.28027,16213.28027,0
15-Sep-00,1465.81,1467.77,1421.88,1448.72,1448.72,2000/9/16,16174.91992,16523.26953,15774.71973,15818.25,15818.25,0
22-Sep-00,1448.72,1461.69,1419.44,1436.51,1436.51,2000/9/23,15850.55957,16144.19043,15621.87988,15747.25977,15747.25977,0
29-Sep-00,1436.52,1454.82,1397.06,1408.99,1408.99,2000/9/30,15735.70996,16192.78027,15514.04004,15994.24023,15994.24023,0
6-Oct-00,1408.99,1409.69,1327.08,1374.17,1374.17,2000/10/7,15958.12012,15958.12012,15101.63965,15330.30957,15330.30957,0
13-Oct-00,1374.17,1408.47,1305.79,1396.93,1396.93,2000/10/14,15366.80957,15688.16992,14707.87988,15198.73047,15198.73047,0
20-Oct-00,1396.93,1415.64,1337.81,1379.58,1379.58,2000/10/21,15197.92969,15229.45996,14577.2002,14582.2002,14582.2002,0
27-Oct-00,1379.58,1433.4,1376.86,1426.69,1426.69,2000/10/28,14607.01953,14961.69043,14333.16016,14837.78027,14837.78027,0
4-Nov-00,1428.76,1438.46,1365.97,1365.98,1365.98,2000/11/4,14904.29004,15602.38965,14873.51953,14988.54004,14988.54004,0
11-Nov-00,1365.98,1395.96,1328.62,1367.72,1367.72,2000/11/11,14824.70996,14958.33008,14420.36035,14544.29981,14544.29981,0
18-Nov-00,1367.72,1367.72,1321.89,1341.77,1341.77,2000/11/18,14510.38965,14577.73047,14172.63965,14315.34961,14315.34961,0
25-Nov-00,1341.77,1362.5,1294.9,1315.23,1315.23,2000/11/25,14422.25,14984.37012,14385.16016,14835.33008,14835.33008,0
2-Dec-00,1315.18,1380.33,1310.23,1369.89,1369.89,2000/12/2,14922.66992,15109.63965,14622.83008,14696.50977,14696.50977,0
9-Dec-00,1369.89,1389.05,1305.38,1312.15,1312.15,2000/12/9,14775.92969,15273.40039,14552.29004,14552.29004,14552.29004,0
16-Dec-00,1312.15,1346.44,1254.07,1305.95,1305.95,2000/12/16,14462.34961,14566.20996,13182.50977,13427.08008,13427.08008,0
23-Dec-00,1305.97,1340.1,1301.64,1320.28,1320.28,2000/12/23,13597.57031,14019.73047,13597.57031,13785.69043,13785.69043,0
30-Dec-00,1320.28,1350.24,1274.62,1298.35,1298.35,2000/12/30,13898.08984,13990.57031,13667.67969,13867.61035,13867.61035,0
6-Jan-01,1298.35,1333.21,1276.29,1318.55,1318.55,2001/1/6,13732.84961,13732.84961,13123.80957,13347.74023,13347.74023,0
13-Jan-01,1318.32,1354.55,1313.33,1342.54,1342.54,2001/1/13,13450.28027,14186.62012,13441.51953,13989.12012,13989.12012,0
20-Jan-01,1342.54,1369.75,1333.84,1354.95,1354.95,2001/1/20,14010.07031,14060.23047,13626.04981,13696.05957,13696.05957,0
27-Jan-01,1354.92,1383.37,1348.72,1349.47,1349.47,2001/1/27,13724.25977,13910.70996,13667.92969,13703.62988,13703.62988,0
3-Feb-01,1349.47,1363.55,1309.98,1314.76,1314.76,2001/2/3,13588.63965,13588.63965,12966.83008,13422.83008,13422.83008,0
10-Feb-01,1314.76,1336.62,1293.18,1301.53,1301.53,2001/2/10,13431.71973,13461.11035,13119.33984,13175.49023,13175.49023,0
17-Feb-01,1301.53,1307.16,1215.44,1245.86,1245.86,2001/2/17,13060.2002,13272.80957,12861.33008,13246,13246,0
24-Feb-01,1245.86,1272.76,1214.5,1234.18,1234.18,2001/2/24,13255.29004,13315.86035,12261.79981,12261.79981,12261.79981,0
3-Mar-01,1234.18,1267.42,1228.42,1233.42,1233.42,2001/3/3,12285.45996,12824.19043,12133.90039,12627.90039,12627.90039,0
10-Mar-01,1233.42,1233.42,1148.64,1150.53,1150.53,2001/3/10,12509.66992,12509.66992,11433.87988,12232.98047,12232.98047,0
17-Mar-01,1150.53,1180.56,1081.19,1139.83,1139.83,2001/3/17,12183.98047,13242.71973,12100.96973,13214.54004,13214.54004,0
24-Mar-01,1139.83,1183.35,1136.26,1160.33,1160.33,2001/3/24,13309.71973,13867.58008,12992.4502,12999.7002,12999.7002,0
31-Mar-01,1160.33,1169.51,1091.99,1128.43,1128.43,2001/3/31,13057.65039,13674.58008,12781.33984,13383.75977,13383.75977,0
6-Apr-01,1128.43,1183.51,1126.38,1183.5,1183.5,2001/4/7,13304.36035,13578.63965,12579.55957,13385.71973,13385.71973,0
13-Apr-01,1183.5,1253.71,1167.38,1242.98,1242.98,2001/4/14,13338.91992,14099.49023,13019.59961,13765.66992,13765.66992,0
20-Apr-01,1242.98,1253.07,1207.38,1253.05,1253.05,2001/4/21,13837.19043,14084.54981,13403.26953,13934.32031,13934.32031,0
27-Apr-01,1253.05,1272.93,1232,1266.61,1266.61,2001/4/28,14096.32031,14444.83984,14096.32031,14421.63965,14421.63965,0
4-May-01,1266.61,1270,1240.79,1245.67,1245.67,2001/5/5,14384.13965,14556.11035,13957.80957,14043.91992,14043.91992,0
11-May-01,1245.67,1296.48,1241.02,1291.96,1291.96,2001/5/12,14041.79004,14103.05957,13694.26953,13877.76953,13877.76953,0
18-May-01,1291.96,1315.93,1276.42,1277.89,1277.89,2001/5/19,13938.78027,14345.41992,13758.66016,13765.91992,13765.91992,0
25-May-01,1277.89,1278.42,1245.96,1260.67,1260.67,2001/5/26,13732.09961,13836.40039,13216.57031,13261.83984,13261.83984,0
1-Jun-01,1260.67,1286.62,1256.36,1264.96,1264.96,2001/6/2,13294.20996,13510.7002,12984.07031,13430.21973,13430.21973,0
8-Jun-01,1264.96,1264.96,1203.03,1214.36,1214.36,2001/6/9,13413.09961,13447.38965,12578.78027,12790.37988,12790.37988,0
15-Jun-01,1214.36,1240.24,1207.71,1225.35,1225.35,2001/6/16,12766.37988,13079.11035,12511.66016,13044.61035,13044.61035,0
22-Jun-01,1225.35,1237.29,1204.64,1224.38,1224.38,2001/6/23,13052.95996,13073.49023,12567.25977,12969.04981,12969.04981,0
29-Jun-01,1224.42,1239.78,1188.74,1190.59,1190.59,2001/6/30,12929.66016,12929.66016,12289.61035,12306.08008,12306.08008,0
6-Jul-01,1190.59,1218.54,1168.46,1215.68,1215.68,2001/7/7,12191.30957,12444.55957,12005.11035,12355.15039,12355.15039,0
13-Jul-01,1215.68,1225.04,1196.14,1210.85,1210.85,2001/7/14,12408.38965,12408.38965,11847.73047,11908.38965,11908.38965,0
20-Jul-01,1210.85,1215.22,1165.54,1205.82,1205.82,2001/7/21,11902.23047,12054.29981,11531.67969,11798.08008,11798.08008,0
27-Jul-01,1205.82,1226.27,1200.41,1214.35,1214.35,2001/7/28,11846,12407.37012,11539.16016,12241.96973,12241.96973,0
3-Aug-01,1214.35,1214.35,1169.55,1190.16,1190.16,2001/8/4,12170.11035,12388.61035,11683.21973,11735.05957,11735.05957,0
10-Aug-01,1190.16,1198.79,1156.07,1161.97,1161.97,2001/8/11,11697.12012,11936.75,11412.36035,11445.54004,11445.54004,0
17-Aug-01,1161.97,1185.15,1153.34,1184.93,1184.93,2001/8/18,11347.24023,11504.05957,11075.41992,11166.30957,11166.30957,0
24-Aug-01,1184.93,1186.85,1124.87,1133.58,1133.58,2001/8/25,11273.95996,11366.17969,10684.16016,10713.50977,10713.50977,0
31-Aug-01,1133.58,1155.4,1082.12,1085.78,1085.78,2001/9/1,10729.59961,10812.88965,10325.83008,10516.79004,10516.79004,0
7-Sep-01,1085.78,1096.94,1073.15,1092.54,1092.54,2001/9/8,10395.09961,10457.08984,9476.870117,10008.88965,10008.88965,0
14-Sep-01,1092.54,1092.54,944.75,965.8,965.8,2001/9/15,9881.05957,10061.09961,9382.950195,9554.990234,9554.990234,0
21-Sep-01,965.8,1040.94,965.8,1040.94,1040.94,2001/9/22,9637.599609,9933.69043,9551.730469,9774.679688,9774.679688,0
28-Sep-01,1040.94,1084.12,1026.76,1071.38,1071.38,2001/9/29,9766.75,10261.86035,9604.089844,10205.87012,10205.87012,0
5-Oct-01,1071.37,1099.16,1052.76,1091.65,1091.65,2001/10/6,10143.38965,10632.34961,9934,10632.34961,10632.34961,0
12-Oct-01,1091.65,1107.12,1057.24,1073.48,1073.48,2001/10/13,10545.25,10790.03027,10412.25,10538.79004,10538.79004,0
19-Oct-01,1073.48,1110.61,1065.64,1104.61,1104.61,2001/10/20,10529.23047,11052.00977,10516.58984,10795.16016,10795.16016,0
26-Oct-01,1104.61,1104.61,1053.61,1087.2,1087.2,2001/10/27,10779.19043,10798.08008,10318.16992,10383.78027,10383.78027,0
3-Nov-01,1087.2,1135.75,1087.2,1120.31,1120.31,2001/11/3,10427.34961,10633.71973,10213.00977,10215.70996,10215.70996,0
10-Nov-01,1120.31,1148.28,1098.32,1138.65,1138.65,2001/11/10,10225.58984,10850.48047,9955.089844,10649.08984,10649.08984,0
17-Nov-01,1138.65,1152.45,1129.78,1150.34,1150.34,2001/11/17,10643.33008,10849.19043,10490.59961,10696.82031,10696.82031,0
24-Nov-01,1150.34,1163.38,1125.51,1139.45,1139.45,2001/11/24,10797.12012,11186.75,10512.66016,10697.44043,10697.44043,0
1-Dec-01,1139.45,1173.62,1125.78,1158.31,1158.31,2001/12/1,10694.65039,11052.50977,10326.51953,10796.88965,10796.88965,0
8-Dec-01,1158.31,1158.31,1114.53,1123.09,1123.09,2001/12/8,10736.12012,10821.12988,10379.58984,10511.65039,10511.65039,0
15-Dec-01,1123.09,1152.44,1122.66,1144.89,1144.89,2001/12/15,10482.40039,10582.07031,10253.71973,10335.4502,10335.4502,0
22-Dec-01,1144.89,1164.64,1144.62,1161.02,1161.02,2001/12/22,10359.21973,10571.75,10170.90039,10542.62012,10542.62012,0
29-Dec-01,1161.02,1176.55,1136.23,1172.51,1172.51,2001/12/29,10631,10871.49023,10617.08008,10871.49023,10871.49023,0
5-Jan-02,1172.51,1176.97,1145.45,1145.6,1145.6,2002/1/5,10803.4502,10979.91992,10441.58984,10441.58984,10441.58984,0
12-Jan-02,1145.6,1148.81,1124.45,1127.58,1127.58,2002/1/12,10359.44043,10359.44043,10074.4502,10293.32031,10293.32031,0
19-Jan-02,1127.58,1139.5,1117.43,1133.28,1133.28,2002/1/19,10252.42969,10393.55957,10012.79981,10144.13965,10144.13965,0
26-Jan-02,1133.28,1138.63,1081.66,1122.2,1122.2,2002/1/26,10190.28027,10303.74023,9735.049805,9791.429688,9791.429688,0
2-Feb-02,1122.2,1122.2,1077.78,1096.22,1096.22,2002/2/2,9808.820313,9808.820313,9420.849609,9686.05957,9686.05957,0
9-Feb-02,1096.22,1124.72,1094.68,1104.18,1104.18,2002/2/9,9816.959961,10235.37988,9816.959961,10048.09961,10048.09961,0
16-Feb-02,1104.18,1104.18,1074.36,1089.84,1089.84,2002/2/16,10021.54981,10418.63965,9773.950195,10356.78027,10356.78027,0
23-Feb-02,1089.84,1131.79,1089.84,1131.78,1131.78,2002/2/23,10394.73047,10813.4502,10183.51953,10812,10812,0
2-Mar-02,1131.78,1172.76,1130.93,1164.31,1164.31,2002/3/2,10942.5,12010.25,10941.36035,11885.79004,11885.79004,0
9-Mar-02,1164.31,1173.03,1151.01,1166.16,1166.16,2002/3/9,11941.91992,12034.04004,11347.25,11648.00977,11648.00977,0
16-Mar-02,1166.16,1173.94,1139.48,1148.7,1148.7,2002/3/16,11745.80957,11833.96973,11326.21973,11345.08008,11345.08008,0
23-Mar-02,1148.7,1154.45,1131.61,1147.39,1147.39,2002/3/23,11339.05957,11524.23047,11024.94043,11024.94043,11024.94043,0
30-Mar-02,1147.39,1147.84,1119.49,1122.73,1122.73,2002/3/30,11106.07031,11537.12988,11007.62988,11335.49023,11335.49023,0
6-Apr-02,1122.73,1131.76,1102.42,1111.01,1111.01,2002/4/6,11321.28027,11430.03027,10896.12012,10962.98047,10962.98047,0
12-Apr-02,1111.01,1133,1099.41,1125.17,1125.17,2002/4/13,11013.66992,11635.98047,10941.80957,11512.00977,11512.00977,0
19-Apr-02,1125.17,1125.17,1076.31,1076.32,1076.32,2002/4/20,11555.08008,11812.99023,11464.58984,11541.38965,11541.38965,0
26-Apr-02,1076.32,1091.42,1063.46,1073.43,1073.43,2002/4/27,11532.57031,11609.69043,11440.66016,11551.00977,11551.00977,0
3-May-02,1073.43,1088.92,1048.96,1054.99,1054.99,2002/5/4,11500.12988,11727.51953,11250.86035,11531.11035,11531.11035,0
10-May-02,1054.99,1106.59,1053.9,1106.59,1106.59,2002/5/11,11473.92969,11926.90039,11309.48047,11847.32031,11847.32031,0
17-May-02,1106.59,1106.59,1075.64,1083.82,1083.82,2002/5/18,11887.79981,12023.41992,11765.20996,11976.28027,11976.28027,0
24-May-02,1083.82,1085.98,1054.26,1067.14,1067.14,2002/5/25,11975.33008,12081.42969,11680.58008,11763.7002,11763.7002,0
31-May-02,1067.14,1070.74,1012.49,1027.53,1027.53,2002/6/1,11804.04004,11905.16016,11365.61035,11438.53027,11438.53027,0
7-Jun-02,1027.53,1039.04,981.63,1007.27,1007.27,2002/6/8,11470.91992,11522.04004,10911.07031,10920.62988,10920.62988,279600000
14-Jun-02,1007.27,1040.83,985.65,989.14,989.14,2002/6/15,10858.04981,10888.04004,10325.54981,10354.34961,10354.34961,268500000
21-Jun-02,989.14,1005.88,952.92,989.82,989.82,2002/6/22,10255.99023,10621.83984,10060.71973,10621.83984,10621.83984,247600000
28-Jun-02,989.82,994.46,934.87,989.03,989.03,2002/6/29,10655,10885.83008,10371.25977,10826.08984,10826.08984,247800000
5-Jul-02,989.03,993.56,900.94,921.39,921.39,2002/7/6,10969.20996,11050.69043,10457.07031,10601.4502,10601.4502,247400000
12-Jul-02,921.39,926.52,842.07,847.75,847.75,2002/7/13,10548.20996,10548.20996,10113.61035,10202.36035,10202.36035,235500000
19-Jul-02,847.76,854.13,775.68,852.84,852.84,2002/7/20,10076.29981,10295.70996,9547.849609,9591.030273,9591.030273,257500000
26-Jul-02,852.84,911.64,852.84,864.24,864.24,2002/7/27,9654.129883,10013.99023,9633.830078,9709.660156,9709.660156,255600000
2-Aug-02,864.24,913.95,833.44,908.64,908.64,2002/8/3,9637.30957,10043.29981,9439.410156,9999.790039,9999.790039,273300000
9-Aug-02,908.64,935.38,876.2,928.77,928.77,2002/8/10,9931.820313,9931.820313,9618.870117,9788.129883,9788.129883,178000000
16-Aug-02,928.77,965,927.21,940.86,940.86,2002/8/17,9773.379883,9979.879883,9499.509766,9867.450195,9867.450195,228600000
23-Aug-02,940.86,955.82,903.33,916.07,916.07,2002/8/24,9811.839844,10162.29981,9524.780273,9619.299805,9619.299805,204200000
30-Aug-02,916.07,916.07,870.5,893.92,893.92,2002/8/31,9564.900391,9565.080078,8969.259766,9129.070313,9129.070313,248900000
6-Sep-02,893.92,924.02,877.05,889.81,889.81,2002/9/7,9221.5,9455.849609,9156.790039,9241.929688,9241.929688,279300000
13-Sep-02,889.81,902.68,839.09,845.39,845.39,2002/9/14,9349.379883,9884.599609,9257.860352,9481.080078,9481.080078,234200000
20-Sep-02,845.39,856.6,817.38,827.37,827.37,2002/9/21,9396.419922,9572.370117,9106.450195,9530.44043,9530.44043,198100000
27-Sep-02,827.37,851.93,794.1,800.58,800.58,2002/9/28,9421.25,9470.709961,8860.650391,9027.549805,9027.549805,246200000
4-Oct-02,800.58,843.27,768.63,835.32,835.32,2002/10/5,8920.740234,8920.740234,8197.219727,8529.610352,8529.610352,287700000
11-Oct-02,835.32,886.68,828.37,884.39,884.39,2002/10/12,8641.660156,9134.799805,8641.660156,9086.129883,9086.129883,179000000
18-Oct-02,884.39,902.94,873.06,897.65,897.65,2002/10/19,9108.509766,9116.519531,8499.490234,8726.290039,8726.290039,217400000
25-Oct-02,897.65,907.44,867.91,900.96,900.96,2002/10/26,8680.05957,8842.780273,8557.929688,8685.719727,8685.719727,210000000
2-Nov-02,900.96,925.66,891.62,894.74,894.74,2002/11/2,8790.660156,9100.679688,8657.179688,8690.769531,8690.769531,204000000
9-Nov-02,894.74,910.21,872.05,909.83,909.83,2002/11/9,8619.740234,8619.740234,8303.389648,8503.589844,8503.589844,247500000
16-Nov-02,909.83,937.28,893.09,930.55,930.55,2002/11/16,8477.660156,8819.599609,8246.530273,8772.55957,8772.55957,330300000
23-Nov-02,930.55,941.82,912.1,936.31,936.31,2002/11/23,8818.400391,9294.099609,8749.879883,9215.55957,9215.55957,295700000
30-Nov-02,936.31,954.28,895.96,912.23,912.23,2002/11/30,9208.610352,9320.110352,8805.040039,8863.259766,8863.259766,252500000
7-Dec-02,912.23,912.23,888.48,889.48,889.48,2002/12/7,8836.679688,8942.209961,8496.290039,8516.070313,8516.070313,264100000
14-Dec-02,889.48,911.22,880.32,895.76,895.76,2002/12/14,8499.089844,8583.679688,8256.519531,8406.879883,8406.879883,232300000
21-Dec-02,895.74,903.89,873.62,875.4,875.4,2002/12/21,8434.259766,8714.049805,8389.490234,8714.049805,8714.049805,145800000
28-Dec-02,875.4,911.25,869.45,908.59,908.59,2002/12/28,8617.650391,8617.650391,8543.700195,8578.950195,8578.950195,16800000
4-Jan-03,908.59,932.89,908.32,927.57,927.57,2003/1/4,8669.889648,8829.05957,8378.179688,8470.450195,8470.450195,198400000
11-Jan-03,927.57,935.05,899.02,901.78,901.78,2003/1/11,8512.820313,8732.849609,8451.700195,8690.25,8690.25,230100000
18-Jan-03,901.78,906,859.71,861.4,861.4,2003/1/18,8639.040039,8825.669922,8495,8731.650391,8731.650391,355500000
25-Jan-03,861.4,868.72,840.34,855.7,855.7,2003/1/25,8656.5,8690.129883,8237.030273,8339.94043,8339.94043,267300000
1-Feb-03,855.7,864.64,826.7,829.69,829.69,2003/2/1,8285.549805,8595.230469,8253.759766,8448.160156,8448.160156,252500000
8-Feb-03,829.69,843.02,806.29,834.89,834.89,2003/2/8,8427.299805,8771.629883,8427.299805,8701.919922,8701.919922,229100000
15-Feb-03,834.89,852.87,831.48,848.17,848.17,2003/2/15,8765.69043,8821.30957,8506.830078,8513.540039,8513.540039,268000000
22-Feb-03,848.17,848.17,818.54,841.15,841.15,2003/2/22,8503.980469,8606.580078,8266.969727,8363.040039,8363.040039,227900000
1-Mar-03,841.15,852.34,811.23,828.89,828.89,2003/3/1,8397.150391,8509.429688,8144.120117,8144.120117,8144.120117,266100000
8-Mar-03,828.89,841.39,788.9,833.27,833.27,2003/3/8,8097.27002,8112.870117,7862.430176,8002.689941,8002.689941,317000000
15-Mar-03,833.27,895.9,827.17,895.79,895.79,2003/3/15,8010.390137,8287.089844,7824.819824,8195.049805,8195.049805,200300000
22-Mar-03,895.79,895.79,858.09,863.5,863.5,2003/3/22,8300.320313,8451.049805,8231.950195,8280.160156,8280.160156,233200000
29-Mar-03,863.5,885.89,843.68,878.85,878.85,2003/3/29,8240.099609,8240.099609,7866.669922,8074.120117,8074.120117,256200000
5-Apr-03,878.85,904.89,862.76,868.3,868.3,2003/4/5,8123.939941,8249.980469,7807.990234,7816.490234,7816.490234,275800000
11-Apr-03,868.3,896.77,868.3,893.58,893.58,2003/4/12,7830.939941,7934.689941,7693.459961,7874.509766,7874.509766,284900000
18-Apr-03,893.58,919.74,886.7,898.81,898.81,2003/4/19,7889.419922,7996.540039,7660.620117,7699.5,7699.5,252800000
25-Apr-03,898.81,930.56,898.81,930.08,930.08,2003/4/26,7679.109863,7907.189941,7603.759766,7907.189941,7907.189941,218500000
2-May-03,930.08,939.61,919.72,933.41,933.41,2003/5/3,7995.490234,8156,7995.490234,8152.160156,8152.160156,237600000
9-May-03,933.41,948.65,929.3,944.3,944.3,2003/5/10,8193.730469,8339.070313,8080.529785,8117.290039,8117.290039,298900000
16-May-03,944.3,944.3,912.05,933.22,933.22,2003/5/17,8091.390137,8219.870117,7962.370117,8184.759766,8184.759766,307500000
23-May-03,933.22,965.38,927.33,963.59,963.59,2003/5/24,8192.120117,8461.730469,8106.899902,8424.509766,8424.509766,281500000
30-May-03,963.59,1007.69,963.59,987.76,987.76,2003/5/31,8490.219727,8814.040039,8488.889648,8785.870117,8785.870117,391800000
6-Jun-03,987.76,1002.74,972.59,988.61,988.61,2003/6/7,8790.030273,9020.889648,8716.620117,8980.639648,8980.639648,466900000
13-Jun-03,988.61,1015.33,988.61,995.69,995.69,2003/6/14,8923.790039,9188.950195,8809.469727,9120.389648,9120.389648,357200000
20-Jun-03,995.69,995.69,973.8,976.22,976.22,2003/6/21,9112.55957,9172.530273,8846.75,9104.05957,9104.05957,404200000
27-Jun-03,976.22,995,962.1,985.7,985.7,2003/6/28,9119.589844,9896.639648,9076.620117,9547.730469,9547.730469,555300000
4-Jul-03,985.7,1010.43,983.63,998.14,998.14,2003/7/5,9589.19043,10070.11035,9589.19043,9635.349609,9635.349609,500400000
11-Jul-03,998.14,1015.41,978.6,993.32,993.32,2003/7/12,9713.959961,9909.650391,9460.280273,9527.730469,9527.730469,350700000
18-Jul-03,993.32,998.89,975.63,998.68,998.68,2003/7/19,9501.589844,9718.379883,9406.490234,9648.009766,9648.009766,288600000
25-Jul-03,998.68,1004.59,978.86,980.15,980.15,2003/7/26,9750.200195,9932.179688,9507.389648,9611.669922,9611.669922,377200000
1-Aug-03,980.15,985.75,960.84,977.59,977.59,2003/8/2,9538.94043,9538.94043,9224.049805,9327.530273,9327.530273,345700000
8-Aug-03,977.59,992.5,974.21,990.67,990.67,2003/8/9,9349.049805,10038.08984,9332.469727,9863.469727,9863.469727,379300000
15-Aug-03,990.67,1011.01,990.67,993.06,993.06,2003/8/16,9933.549805,10378.12988,9933.549805,10281.16992,10281.16992,509500000
22-Aug-03,993.06,1008.85,983.57,1008.01,1008.01,2003/8/23,10264.61035,10415.53027,10171.16992,10343.54981,10343.54981,421100000
29-Aug-03,1008.01,1029.34,1005.73,1021.39,1021.39,2003/8/30,10399.53027,10813.58984,10381.98047,10650.76953,10650.76953,461600000
5-Sep-03,1021.39,1032.41,1007.71,1018.63,1018.63,2003/9/6,10584.36035,10938.29981,10540.28027,10712.80957,10712.80957,442000000
12-Sep-03,1018.63,1040.29,1013.59,1036.3,1036.3,2003/9/13,10786.33008,11160.19043,10758.33008,10938.41992,10938.41992,411900000
19-Sep-03,1036.3,1036.3,996.08,996.85,996.85,2003/9/20,10858.08984,10858.08984,10213.75,10318.44043,10318.44043,395400000
26-Sep-03,996.85,1039.31,990.36,1029.85,1029.85,2003/9/27,10303.25977,10726.91992,10148.36035,10709.29004,10709.29004,431100000
3-Oct-03,1029.85,1048.28,1026.27,1038.06,1038.06,2003/10/4,10813.55957,10905.19043,10485.59961,10786.04004,10786.04004,418100000
10-Oct-03,1038.06,1053.79,1036.57,1039.32,1039.32,2003/10/11,10873.29981,11112.29004,10831.75977,11037.88965,11037.88965,414200000
17-Oct-03,1039.32,1048.57,1018.32,1028.91,1028.91,2003/10/18,10988.48047,11238.62988,10186.76953,10335.7002,10335.7002,474800000
24-Oct-03,1028.91,1053.09,1028.91,1050.71,1050.71,2003/10/25,10360.86035,10791.75,10349.75977,10559.58984,10559.58984,341000000
1-Nov-03,1050.71,1062.39,1044.88,1053.21,1053.21,2003/11/1,10693.66016,10869.34961,10479.25,10628.98047,10628.98047,312700000
8-Nov-03,1053.21,1063.65,1043.46,1050.35,1050.35,2003/11/8,10592.34961,10617.98047,10112.09961,10167.05957,10167.05957,367700000
15-Nov-03,1050.35,1050.35,1031.2,1035.28,1035.28,2003/11/15,10077.87988,10077.87988,9614.599609,9852.830078,9852.830078,370900000
22-Nov-03,1035.28,1060.63,1035.28,1058.2,1058.2,2003/11/22,9976.129883,10173.59961,9959.509766,10100.57031,10100.57031,221800000
29-Nov-03,1058.2,1074.3,1058.2,1061.5,1061.5,2003/11/29,10006.12988,10552.34961,9911.919922,10373.45996,10373.45996,319900000
6-Dec-03,1061.5,1074.76,1053.41,1074.14,1074.14,2003/12/6,10281.25,10293.74023,9859,10169.66016,10169.66016,337300000
13-Dec-03,1074.14,1091.06,1068,1088.66,1088.66,2003/12/13,10308.33984,10490.76953,10058.33984,10284.54004,10284.54004,316100000
20-Dec-03,1088.66,1098.47,1086.14,1095.89,1095.89,2003/12/20,10248.80957,10417.41016,10248.62012,10417.41016,10417.41016,209000000
27-Dec-03,1095.89,1118.85,1095.89,1108.48,1108.48,2003/12/27,10454.69043,10681.28027,10454.69043,10676.63965,10676.63965,91700000
3-Jan-04,1108.48,1131.92,1108.48,1121.86,1121.86,2004/1/3,10787.83008,11008.55957,10710.29981,10965.04981,10965.04981,361000000
10-Jan-04,1121.86,1139.83,1115.19,1139.83,1139.83,2004/1/10,10965.61035,10965.61035,10665.15039,10857.2002,10857.2002,327800000
17-Jan-04,1139.83,1150.51,1134.62,1141.55,1141.55,2004/1/17,10937.45996,11193.63965,10916.99023,11069.00977,11069.00977,415100000
24-Jan-04,1141.55,1155.38,1122.38,1131.13,1131.13,2004/1/24,11004.44043,11075.29981,10666.54981,10783.61035,10783.61035,332300000
31-Jan-04,1131.13,1142.79,1124.44,1142.76,1142.76,2004/1/31,10784.92969,10861.96973,10374.90039,10460.91992,10460.91992,356000000
7-Feb-04,1142.76,1158.89,1138.7,1145.81,1145.81,2004/2/7,10533.40039,10595.94043,10299.42969,10557.69043,10557.69043,268800000
14-Feb-04,1145.81,1158.98,1139,1144.11,1144.11,2004/2/14,10566.01953,10813.05957,10529.25977,10720.69043,10720.69043,334900000
21-Feb-04,1144.11,1151.68,1134.43,1144.94,1144.94,2004/2/21,10745.04981,11069.28027,10617.86035,11041.91992,11041.91992,322400000
28-Feb-04,1144.94,1163.23,1143.78,1156.86,1156.86,2004/2/28,11112.67969,11537.29004,11096.67969,11537.29004,11537.29004,592900000
6-Mar-04,1156.86,1159.94,1105.87,1120.57,1120.57,2004/3/6,11578.01953,11643.37012,11045.94043,11162.75,11162.75,605600000
13-Mar-04,1120.57,1125.76,1102.61,1109.78,1109.78,2004/3/13,11284.34961,11647.70996,11236.34961,11418.50977,11418.50977,483400000
